order_item_id,order_id,plant_id,quantity,unit_price,line_subtotal,discount_amount,tax_amount,shipping_amount,estimated_margin
34,300019,56,1,9.37,9.37,0.94,0.74,0.0,3.65
35,300020,409,1,22.88,22.88,0.0,2.01,7.65,10.53
36,300020,434,2,72.25,144.5,0.0,12.72,9.47,51.04
37,300021,105,1,20.52,20.52,0.0,1.81,6.8,6.15
38,300021,483,3,15.67,47.01,0.0,4.14,8.45,24.45
39,300022,359,1,85.25,85.25,0.0,7.5,8.67,21.75
40,300023,161,2,41.36,82.72,0.0,7.28,0.0,44.96
41,300023,121,3,14.94,44.82,0.0,3.94,0.0,20.19
42,300023,264,1,12.03,12.03,0.0,1.06,0.0,6.45
43,300024,44,1,13.47,13.47,2.69,0.95,6.12,4.58
44,300025,485,1,49.12,49.12,0.0,4.32,0.0,21.07
45,300025,103,1,15.15,15.15,0.0,1.33,0.0,5.83
46,300026,355,1,77.99,77.99,7.8,6.18,6.51,31.77
47,300026,157,2,45.55,91.1,9.11,7.22,9.5,39.21
48,300027,447,2,71.61,143.22,0.0,12.6,4.03,75.84
49,300027,50,1,8.76,8.76,0.0,0.77,4.02,4.24
50,300028,339,1,194.48,194.48,38.9,13.69,0.0,25.64
51,300028,76,1,15.66,15.66,3.13,1.1,0.0,4.91
52,300029,235,1,9.81,9.81,0.0,0.86,5.72,5.21
53,300029,339,1,196.66,196.66,0.0,17.31,4.82,66.72
54,300030,173,1,24.49,24.49,0.0,2.16,4.29,10.58
55,300030,177,1,38.68,38.68,0.0,3.4,10.19,16.2
56,300030,320,1,15.09,15.09,0.0,1.33,8.74,6.56
57,300031,476,1,31.42,31.42,0.0,2.76,7.78,15.16
58,300032,111,1,32.16,32.16,0.0,2.83,8.66,15.47
59,300033,494,1,57.48,57.48,5.75,4.55,5.32,16.54
60,300034,147,1,15.92,15.92,0.0,1.4,6.77,5.88
61,300034,392,1,7.83,7.83,0.0,0.69,7.54,3.4
62,300034,275,1,11.16,11.16,0.0,0.98,4.16,3.67
63,300035,267,1,24.94,24.94,4.99,1.76,6.69,1.63
64,300035,150,3,32.28,96.84,19.37,6.82,8.19,23.95
65,300035,200,2,2.73,5.46,1.09,0.38,4.05,1.33
66,300036,465,1,95.12,95.12,0.0,8.37,7.84,40.8
67,300037,457,1,38.48,38.48,0.0,3.39,5.65,16.36
68,300037,337,1,20.3,20.3,0.0,1.79,4.51,9.39
69,300037,10,1,5.97,5.97,0.0,0.53,2.8,2.4
70,300037,247,3,20.01,60.03,0.0,5.28,6.06,26.43
71,300038,136,3,14.54,43.62,4.36,3.45,0.0,17.57
72,300038,67,1,22.75,22.75,2.27,1.8,0.0,6.59
73,300039,424,2,189.12,378.24,0.0,33.29,0.0,173.32
74,300039,298,2,16.22,32.44,0.0,2.85,0.0,17.12
75,300040,515,1,26.9,26.9,0.0,2.37,6.92,11.24
76,300041,275,1,11.9,11.9,0.0,1.05,0.0,4.41
77,300042,359,3,88.29,264.87,0.0,23.31,6.18,74.37
78,300043,99,1,19.31,19.31,0.0,1.7,6.12,7.42
79,300043,443,1,33.88,33.88,0.0,2.98,5.26,17.27
80,300044,132,1,33.54,33.54,0.0,2.95,5.05,14.14
81,300044,105,2,22.72,45.44,0.0,4.0,4.5,16.7
82,300045,398,1,12.44,12.44,0.0,1.09,0.0,6.36
83,300046,372,1,30.67,30.67,0.0,2.7,5.91,13.35
84,300046,12,1,7.08,7.08,0.0,0.62,5.58,3.68
85,300046,53,2,15.31,30.62,0.0,2.69,3.2,10.16
86,300047,109,1,25.26,25.26,0.0,2.22,0.0,9.71
87,300047,243,1,18.14,18.14,0.0,1.6,0.0,7.18
88,300048,398,1,11.36,11.36,0.0,1.0,6.71,5.28
89,300048,18,1,2.09,2.09,0.0,0.18,9.41,0.94
90,300048,379,2,18.64,37.28,0.0,3.28,3.72,13.4
91,300049,272,2,14.25,28.5,0.0,2.51,3.63,14.3
92,300050,219,1,7.76,7.76,0.0,0.68,0.0,3.61
93,300050,518,1,24.1,24.1,0.0,2.12,0.0,12.8
94,300051,438,3,55.82,167.46,0.0,14.74,0.0,60.3
95,300052,375,1,36.36,36.36,0.0,3.2,4.64,13.19
96,300052,316,2,63.18,126.36,0.0,11.12,6.94,51.98
97,300053,365,1,58.81,58.81,0.0,5.18,7.66,23.34
98,300053,411,1,9.54,9.54,0.0,0.84,6.98,4.24
99,300054,182,2,75.03,150.06,5.0,12.77,0.0,45.6
100,300055,26,1,8.84,8.84,0.0,0.78,8.35,4.55
101,300055,397,1,19.5,19.5,0.0,1.72,7.32,8.55
102,300055,161,1,38.07,38.07,0.0,3.35,7.65,19.19
103,300056,486,1,37.3,37.3,7.46,2.63,0.0,6.45
104,300057,43,1,8.54,8.54,1.28,0.64,0.0,3.33
105,300057,288,1,18.14,18.14,2.72,1.36,0.0,6.79
106,300058,397,1,19.2,19.2,0.0,1.69,0.0,8.25
107,300059,136,1,14.76,14.76,1.48,1.17,4.75,6.05
108,300060,467,1,22.9,22.9,4.58,1.61,0.0,6.78
109,300061,418,3,14.88,44.64,6.7,3.34,0.0,14.99
110,300061,101,1,17.79,17.79,2.67,1.33,0.0,3.02
111,300061,11,1,10.92,10.92,1.64,0.82,0.0,4.08
112,300062,250,1,14.74,14.74,0.0,1.3,7.37,4.04
113,300062,388,2,21.93,43.86,0.0,3.86,4.86,20.24
114,300062,295,1,49.19,49.19,0.0,4.33,5.79,15.93
115,300063,415,1,3.58,3.58,0.0,0.32,7.8,2.03
116,300063,439,1,76.06,76.06,0.0,6.69,8.0,19.98
117,300063,424,1,196.7,196.7,0.0,17.31,6.68,94.24
118,300064,431,1,180.54,180.54,0.0,15.89,0.0,78.27
119,300065,170,1,36.04,36.04,0.0,3.17,8.84,15.72
120,300065,229,1,4.8,4.8,0.0,0.42,4.69,2.3
121,300066,232,1,8.02,8.02,0.0,0.71,8.24,2.55
122,300067,232,2,8.15,16.3,0.0,1.43,8.07,5.36
123,300068,232,2,7.85,15.7,0.0,1.38,9.94,4.76
124,300069,492,2,64.44,128.88,0.0,11.34,0.0,55.18
125,300069,99,1,19.41,19.41,0.0,1.71,0.0,7.52
126,300070,444,1,136.37,136.37,0.0,12.0,0.0,60.77
127,300070,290,1,12.48,12.48,0.0,1.1,0.0,5.53
128,300070,57,1,6.35,6.35,0.0,0.56,0.0,2.5
129,300071,312,3,31.0,93.0,0.0,8.18,3.63,45.0
130,300072,467,1,25.81,25.81,0.0,2.27,9.4,14.27
131,300073,240,1,38.51,38.51,0.0,3.39,5.6,13.91
132,300074,191,1,57.17,57.17,0.0,5.03,5.5,22.56
133,300075,468,1,44.95,44.95,8.99,3.16,6.82,14.44
134,300075,1,2,3.98,7.96,1.59,0.56,0.67,1.93
135,300075,114,1,7.04,7.04,1.41,0.5,6.06,1.17
136,300075,254,1,22.05,22.05,4.41,1.55,1.35,7.53
137,300076,22,2,4.98,9.96,1.0,0.79,7.75,3.98
138,300076,247,1,21.13,21.13,2.11,1.67,7.08,7.82
139,300077,168,1,26.84,26.84,0.0,2.36,0.0,7.8
140,300077,168,1,28.07,28.07,0.0,2.47,0.0,9.03
141,300077,58,1,10.33,10.33,0.0,0.91,0.0,3.68
142,300078,210,1,13.92,13.92,0.0,1.22,6.61,7.43
143,300078,264,2,11.19,22.38,0.0,1.97,4.41,11.22
144,300079,498,1,48.22,48.22,0.0,4.24,5.2,22.52
145,300079,424,1,183.98,183.98,0.0,16.19,8.74,81.52
146,300080,263,1,35.32,35.32,3.53,2.8,4.51,9.33
147,300080,215,1,3.38,3.38,0.34,0.27,7.76,1.1
148,300081,13,1,10.27,10.27,0.0,0.9,6.03,3.6
149,300082,127,2,17.24,34.48,3.45,2.73,5.64,12.07
150,300082,264,1,12.53,12.53,1.25,0.99,3.26,5.7
151,300082,419,1,13.58,13.58,1.36,1.08,8.99,2.91
152,300082,258,1,8.59,8.59,0.86,0.68,7.77,3.64
153,300083,409,3,21.15,63.45,5.0,5.14,0.0,21.4
154,300084,367,1,61.98,61.98,0.0,5.45,7.26,31.44
155,300084,219,1,7.62,7.62,0.0,0.67,8.75,3.47
156,300085,284,1,50.92,50.92,0.0,4.48,0.0,20.99
157,300085,27,2,13.93,27.86,0.0,2.45,0.0,13.42
158,300086,74,1,9.2,9.2,0.0,0.81,0.0,3.62
159,300087,192,1,19.21,19.21,1.92,1.52,0.0,6.62
160,300088,419,2,14.12,28.24,0.0,2.49,7.22,9.62
161,300089,470,1,35.16,35.16,0.0,3.09,7.24,17.32
162,300089,244,2,23.4,46.8,0.0,4.12,4.7,21.86
163,300090,175,1,11.21,11.21,0.0,0.99,0.0,5.35
164,300091,197,1,17.18,17.18,0.0,1.51,0.0,6.43
165,300091,442,1,14.84,14.84,0.0,1.31,0.0,5.81
166,300092,138,1,32.45,32.45,3.25,2.57,5.98,9.42
167,300092,239,1,9.47,9.47,0.95,0.75,6.51,2.27
168,300093,509,2,18.33,36.66,0.0,3.23,5.87,10.96
169,300093,508,1,56.75,56.75,0.0,4.99,8.97,18.68
170,300093,316,1,69.52,69.52,0.0,6.12,7.37,32.33
171,300093,181,1,6.37,6.37,0.0,0.56,6.87,3.06
172,300094,158,1,12.9,12.9,1.29,1.02,6.62,5.28
173,300094,331,1,17.76,17.76,1.78,1.41,9.18,5.37
174,300094,394,1,21.33,21.33,2.13,1.69,4.14,4.99
175,300095,257,1,18.67,18.67,3.73,1.31,6.95,2.47
176,300096,262,1,12.9,12.9,0.0,1.14,5.68,5.94
177,300097,82,2,17.81,35.62,5.34,2.66,7.54,6.56
178,300097,101,1,16.0,16.0,2.4,1.2,4.83,1.5
179,300098,290,1,12.46,12.46,0.0,1.1,4.84,5.51
180,300099,515,1,26.13,26.13,0.0,2.3,0.0,10.47
181,300099,389,1,21.01,21.01,0.0,1.85,0.0,8.48
182,300099,217,1,9.02,9.02,0.0,0.79,0.0,3.02
183,300100,352,3,151.54,454.62,0.0,40.01,0.0,214.14
184,300100,317,2,21.08,42.16,0.0,3.71,0.0,14.68
185,300100,32,2,11.95,23.9,0.0,2.1,0.0,11.76
186,300101,332,2,19.67,39.34,3.93,3.12,0.0,12.47
187,300101,338,2,103.83,207.66,20.77,16.45,0.0,77.99
188,300101,483,1,14.29,14.29,1.43,1.13,0.0,5.34
189,300102,506,1,31.12,31.12,0.0,2.74,10.26,14.33
190,300102,251,1,19.96,19.96,0.0,1.76,7.44,10.26
191,300103,188,1,19.23,19.23,1.92,1.52,0.0,3.52
192,300103,237,1,17.17,17.17,1.72,1.36,0.0,6.65
193,300104,382,1,46.78,46.78,0.0,4.12,0.0,14.94
194,300105,106,2,23.55,47.1,0.0,4.14,0.0,14.76
195,300105,47,1,14.9,14.9,0.0,1.31,0.0,3.98
196,300105,493,1,79.92,79.92,0.0,7.03,0.0,31.82
197,300106,511,1,14.63,14.63,2.93,1.03,8.35,3.57
198,300107,451,1,246.26,246.26,0.0,21.67,0.0,118.36
199,300107,493,3,80.8,242.4,0.0,21.33,0.0,98.1
200,300107,115,2,22.32,44.64,0.0,3.93,0.0,20.3
201,300108,385,1,7.78,7.78,0.0,0.68,5.2,2.8
202,300108,430,1,107.36,107.36,0.0,9.45,8.44,58.01
203,300109,349,1,43.21,43.21,0.0,3.8,8.61,23.35
204,300110,333,1,48.46,48.46,0.0,4.26,9.21,16.07
205,300111,8,1,4.52,4.52,0.0,0.4,2.09,1.68
206,300111,197,1,16.02,16.02,0.0,1.41,6.31,5.27
207,300112,124,1,14.01,14.01,0.0,1.23,0.0,6.91
208,300112,487,1,51.72,51.72,0.0,4.55,0.0,20.03
209,300113,331,1,15.97,15.97,2.4,1.19,8.92,2.96
210,300113,245,1,26.51,26.51,3.98,1.98,5.02,10.66
211,300114,66,1,43.36,43.36,0.0,3.82,12.33,23.81
212,300115,170,1,39.14,39.14,0.0,3.44,0.0,18.82
213,300115,223,1,12.08,12.08,0.0,1.06,0.0,4.76
214,300116,381,1,34.93,34.93,3.49,2.77,0.0,9.26
215,300116,308,1,25.82,25.82,2.58,2.05,0.0,10.9
216,300116,52,1,5.14,5.14,0.51,0.41,0.0,2.18
217,300117,192,2,17.91,35.82,0.0,3.15,1.88,14.48
218,300117,500,1,62.32,62.32,0.0,5.48,8.94,33.9
219,300117,252,1,24.38,24.38,0.0,2.15,3.47,11.64
220,300117,111,1,29.57,29.57,0.0,2.6,6.61,12.88
221,300118,73,1,23.14,23.14,0.0,2.04,4.75,10.77
222,300118,101,2,18.47,36.94,0.0,3.25,7.52,12.74
223,300118,103,1,13.85,13.85,0.0,1.22,5.9,4.53
224,300119,399,1,19.17,19.17,0.0,1.69,0.0,8.78
225,300119,206,1,8.15,8.15,0.0,0.72,0.0,3.65
226,300119,259,1,20.3,20.3,0.0,1.79,0.0,5.97
227,300120,214,1,7.29,7.29,0.0,0.64,0.0,2.51
228,300121,101,1,16.37,16.37,0.0,1.44,6.34,4.27
229,300121,439,2,78.18,156.36,0.0,13.76,5.34,44.2
230,300121,17,1,16.17,16.17,0.0,1.42,7.68,5.58
231,300121,93,3,7.74,23.22,0.0,2.04,5.63,11.76
232,300122,104,3,10.82,32.46,0.0,2.86,7.6,17.61
233,300123,242,1,20.78,20.78,3.12,1.55,0.0,6.75
234,300123,117,1,27.84,27.84,4.18,2.08,0.0,9.5
235,300124,291,1,14.48,14.48,2.9,1.02,0.0,2.97
236,300125,426,2,207.99,415.98,0.0,36.61,0.0,193.28
237,300126,228,2,9.66,19.32,0.0,1.7,4.78,5.78
238,300127,321,3,42.76,128.28,25.66,9.03,0.0,32.36
239,300128,124,1,14.45,14.45,0.0,1.27,0.0,7.35
240,300128,392,1,7.69,7.69,0.0,0.68,0.0,3.26
241,300128,455,1,81.56,81.56,0.0,7.18,0.0,27.52
242,300129,281,1,10.38,10.38,2.08,0.73,0.0,3.04
243,300129,447,1,67.87,67.87,13.57,4.78,0.0,20.61
244,300130,267,1,25.77,25.77,2.58,2.04,7.37,4.87
245,300130,241,1,27.46,27.46,2.75,2.17,8.14,11.67
246,300131,505,1,7.61,7.61,0.76,0.6,0.0,2.49
247,300131,503,1,76.97,76.97,5.0,6.33,0.0,35.09
248,300132,397,1,18.69,18.69,0.0,1.64,5.36,7.74
249,300132,517,1,34.74,34.74,0.0,3.06,4.74,17.47
250,300132,501,2,51.63,103.26,0.0,9.09,4.73,51.68
251,300133,519,1,39.54,39.54,0.0,3.48,4.65,15.66
252,300133,424,1,190.77,190.77,0.0,16.79,4.56,88.31
253,300134,91,3,29.32,87.96,5.0,7.3,0.0,38.68
254,300135,163,1,45.88,45.88,0.0,4.04,0.0,11.69
255,300136,291,1,13.85,13.85,0.0,1.22,0.0,5.24
256,300136,203,1,6.63,6.63,0.0,0.58,0.0,2.91
257,300137,322,1,26.86,26.86,0.0,2.36,0.0,11.51
258,300137,173,2,27.06,54.12,0.0,4.76,0.0,26.3
259,300137,428,2,171.19,342.38,0.0,30.13,0.0,142.58
260,300138,418,1,15.02,15.02,0.0,1.32,7.99,7.37
261,300138,371,2,13.37,26.74,0.0,2.35,7.17,10.04
262,300139,3,1,9.43,9.43,1.89,0.66,0.0,1.15
263,300139,271,3,22.25,66.75,13.35,4.7,0.0,17.46
264,300140,125,2,37.78,75.56,0.0,6.65,7.16,33.42
265,300140,73,1,20.35,20.35,0.0,1.79,7.07,7.98
266,300141,37,3,13.5,40.5,0.0,3.56,7.54,17.79
267,300141,271,1,22.42,22.42,0.0,1.97,4.94,10.44
268,300141,384,1,17.64,17.64,0.0,1.55,10.62,7.23
269,300142,232,1,9.04,9.04,1.36,0.68,0.0,2.21
270,300143,506,1,32.5,32.5,0.0,2.86,3.29,15.71
271,300143,456,1,47.41,47.41,0.0,4.17,4.33,18.63
272,300144,315,1,44.15,44.15,4.42,3.5,5.24,8.82
273,300145,26,1,9.03,9.03,0.0,0.79,0.0,4.74
274,300145,472,2,38.02,76.04,0.0,6.69,0.0,23.14
275,300146,156,2,33.22,66.44,0.0,5.85,0.0,23.3
276,300146,47,2,14.77,29.54,0.0,2.6,0.0,7.7
277,300147,186,1,15.89,15.89,0.0,1.4,0.0,5.47
278,300148,19,2,7.83,15.66,1.57,1.24,4.39,4.53
279,300148,125,1,37.3,37.3,3.73,2.95,4.92,12.5
280,300149,501,1,50.49,50.49,10.1,3.55,3.59,14.6
281,300150,246,1,16.0,16.0,0.0,1.41,2.8,8.34
282,300150,386,2,10.04,20.08,0.0,1.77,3.15,7.94
283,300151,407,2,7.59,15.18,0.0,1.34,8.32,6.58
284,300152,323,3,87.77,263.31,5.0,22.73,5.8,112.84
285,300153,107,3,12.72,38.16,0.0,3.36,4.78,13.86
286,300153,142,1,27.32,27.32,0.0,2.4,10.61,13.4
287,300154,454,1,53.13,53.13,0.0,4.68,7.78,23.16
288,300154,404,1,15.09,15.09,0.0,1.33,7.09,5.18
289,300155,462,1,29.93,29.93,4.49,2.24,0.0,7.86
290,300156,99,1,19.8,19.8,0.0,1.74,8.49,7.91
291,300156,39,1,16.92,16.92,0.0,1.49,5.57,8.49
292,300156,98,2,9.43,18.86,0.0,1.66,4.55,9.54
293,300157,339,2,218.87,437.74,5.0,38.08,0.0,172.86
294,300158,324,1,66.64,66.64,0.0,5.86,0.0,21.26
295,300159,487,2,51.55,103.1,20.62,7.26,9.84,19.1
296,300159,464,1,86.97,86.97,17.39,6.12,5.9,9.55
297,300159,496,1,63.72,63.72,12.74,4.49,6.79,16.48
298,300160,80,1,11.59,11.59,0.0,1.02,0.0,4.19
299,300160,517,1,35.47,35.47,0.0,3.12,0.0,18.2
300,300161,503,2,80.04,160.08,0.0,14.09,3.29,86.32
301,300161,74,2,8.19,16.38,0.0,1.44,9.78,5.22
302,300162,283,1,45.33,45.33,4.53,3.59,2.02,20.24
303,300162,226,3,6.16,18.48,1.85,1.46,5.09,6.73
304,300163,414,1,21.72,21.72,0.0,1.91,0.0,8.39
305,300163,183,1,53.07,53.07,0.0,4.67,0.0,28.32
306,300164,373,3,7.35,22.05,0.0,1.94,5.32,7.95
307,300165,495,1,38.4,38.4,3.84,3.04,7.93,16.29
308,300166,359,1,96.8,96.8,0.0,8.52,0.0,33.3
309,300167,416,1,5.16,5.16,0.77,0.39,6.96,1.66
310,300167,245,1,25.1,25.1,3.77,1.88,4.42,9.46
311,300167,211,1,5.44,5.44,0.82,0.41,9.38,2.0
312,300168,22,1,5.16,5.16,0.0,0.45,2.4,2.67
313,300168,17,1,16.88,16.88,0.0,1.49,8.3,6.29
314,300168,195,2,23.93,47.86,0.0,4.21,7.73,17.64
315,300169,525,1,24.85,24.85,0.0,2.19,0.0,9.26
316,300170,385,1,7.04,7.04,1.06,0.53,0.0,1.0
317,300170,495,1,41.91,41.91,6.29,3.13,0.0,17.35
318,300171,335,1,18.43,18.43,0.0,1.62,0.0,7.73
319,300171,311,1,45.46,45.46,0.0,4.0,0.0,20.64
320,300172,272,1,13.89,13.89,2.78,0.98,0.0,4.01
321,300172,227,1,9.47,9.47,1.89,0.67,0.0,2.78
322,300173,334,2,28.13,56.26,0.0,4.95,5.0,20.58
323,300173,478,1,49.57,49.57,0.0,4.36,7.3,20.46
324,300174,502,2,24.18,48.36,0.0,4.26,7.85,24.54
325,300175,164,1,39.59,39.59,3.96,3.14,6.02,18.18
326,300175,107,1,12.35,12.35,1.24,0.98,8.38,3.01
327,300175,238,1,46.06,46.06,4.61,3.65,6.31,15.14
328,300176,149,1,41.06,41.06,8.21,2.89,6.76,7.14
329,300176,457,1,38.59,38.59,7.72,2.72,5.12,8.75
330,300177,167,1,18.87,18.87,0.0,1.66,0.0,6.59
331,300178,268,1,10.99,10.99,0.0,0.97,10.35,4.35
332,300179,232,1,8.23,8.23,0.0,0.72,0.0,2.76
333,300180,181,1,6.2,6.2,0.0,0.55,9.44,2.89
334,300180,72,2,13.11,26.22,0.0,2.31,7.78,10.68
335,300180,440,3,175.91,527.73,0.0,46.44,5.88,225.3
336,300181,467,1,24.71,24.71,2.47,1.96,6.1,10.7
337,300182,25,1,3.24,3.24,0.65,0.23,7.52,0.54
338,300183,81,1,25.51,25.51,2.55,2.02,7.5,6.61
339,300183,345,1,97.95,97.95,9.8,7.76,7.23,35.62
340,300183,303,1,39.24,39.24,3.92,3.11,8.66,15.41
341,300184,308,1,27.44,27.44,0.0,2.41,5.75,15.1
342,300184,249,1,11.67,11.67,0.0,1.03,6.22,5.33
343,300185,9,1,13.92,13.92,1.39,1.1,6.56,4.02
344,300186,325,2,18.66,37.32,3.73,2.96,8.35,15.37
345,300186,98,2,10.38,20.76,2.08,1.64,8.06,9.36
346,300187,417,1,5.38,5.38,1.08,0.38,7.16,1.73
347,300187,374,2,10.73,21.46,4.29,1.51,8.09,8.01
348,300187,465,1,99.26,99.26,19.85,6.99,4.97,25.09
349,300188,376,1,6.13,6.13,0.0,0.54,5.68,2.6
350,300188,146,2,8.89,17.78,0.0,1.56,9.13,5.32
351,300189,325,1,17.59,17.59,0.0,1.55,6.15,8.48
352,300189,28,1,19.56,19.56,0.0,1.72,6.24,7.36
353,300189,150,3,29.73,89.19,0.0,7.85,9.41,35.67
354,300190,141,3,20.75,62.25,0.0,5.48,8.49,17.46
355,300191,320,2,15.33,30.66,0.0,2.7,6.36,13.6
356,300191,58,3,10.74,32.22,0.0,2.84,8.26,12.27
357,300191,108,3,30.47,91.41,0.0,8.04,6.38,46.56
358,300192,407,1,8.11,8.11,0.0,0.71,0.0,3.81
359,300192,421,2,10.43,20.86,0.0,1.84,0.0,7.24
360,300193,152,2,18.31,36.62,0.0,3.22,6.73,13.38
361,300194,521,1,22.99,22.99,0.0,2.02,10.25,6.73
362,300195,176,2,41.61,83.22,0.0,7.32,0.0,31.54
363,300196,290,1,11.85,11.85,0.0,1.04,7.98,4.9
364,300197,427,1,69.48,69.48,0.0,6.11,4.79,24.88
365,300198,105,1,21.59,21.59,0.0,1.9,0.0,7.22
366,300198,415,1,3.31,3.31,0.0,0.29,0.0,1.76
367,300198,489,1,46.86,46.86,0.0,4.12,0.0,14.93
368,300199,313,3,50.56,151.68,0.0,13.35,0.0,73.65
369,300199,220,2,5.72,11.44,0.0,1.01,0.0,5.4
370,300200,191,1,61.55,61.55,0.0,5.42,0.0,26.94
371,300200,399,1,18.54,18.54,0.0,1.63,0.0,8.15
372,300201,494,1,64.6,64.6,0.0,5.68,6.76,29.41
373,300201,392,1,6.95,6.95,0.0,0.61,5.6,2.52
374,300202,485,1,54.86,54.86,10.97,3.86,6.82,15.84
375,300203,388,2,20.82,41.64,0.0,3.66,0.0,18.02
376,300204,384,1,18.21,18.21,0.0,1.6,0.0,7.8
377,300205,112,2,14.72,29.44,2.94,2.33,2.55,4.66
378,300206,146,1,9.42,9.42,0.0,0.83,9.21,3.19
379,300207,426,1,186.77,186.77,0.0,16.44,7.46,75.42
380,300208,411,2,10.43,20.86,0.0,1.84,0.0,10.26
381,300209,241,1,29.75,29.75,0.0,2.62,0.0,16.71
382,300209,302,2,17.37,34.74,0.0,3.06,0.0,17.26
383,300209,429,1,61.56,61.56,0.0,5.42,0.0,32.93
384,300210,288,1,18.18,18.18,0.0,1.6,6.85,9.55
385,300210,242,2,19.92,39.84,0.0,3.51,5.87,18.02
386,300211,232,1,8.16,8.16,0.82,0.65,0.0,1.87
387,300211,523,1,15.08,15.08,1.51,1.19,0.0,6.44
388,300212,356,1,60.68,60.68,0.0,5.34,8.14,21.2
389,300212,178,2,64.77,129.54,0.0,11.4,8.23,70.88
390,300212,443,1,33.4,33.4,0.0,2.94,5.08,16.79
391,300213,259,1,20.44,20.44,2.04,1.62,0.0,4.07
392,300213,254,1,21.03,21.03,2.1,1.67,0.0,8.82
393,300214,402,1,10.83,10.83,1.08,0.86,0.0,4.32
394,300215,322,1,27.1,27.1,0.0,2.38,7.98,11.75
395,300215,193,1,59.7,59.7,0.0,5.25,1.76,25.75
396,300216,241,1,27.0,27.0,0.0,2.38,3.64,13.96
397,300216,76,1,15.6,15.6,0.0,1.37,9.11,7.98
398,300217,125,1,42.22,42.22,4.22,3.34,0.0,16.93
399,300218,388,2,21.41,42.82,0.0,3.77,7.28,19.2
400,300218,94,1,30.46,30.46,0.0,2.68,8.4,11.24
401,300218,228,2,9.3,18.6,0.0,1.64,11.38,5.06
402,300219,139,1,32.42,32.42,0.0,2.85,0.0,13.59
403,300220,214,1,6.84,6.84,0.0,0.6,0.0,2.06
404,300220,118,1,9.07,9.07,0.0,0.8,0.0,3.44
405,300220,98,1,9.74,9.74,0.0,0.86,0.0,5.08
406,300221,68,1,11.39,11.39,1.14,0.9,8.34,3.1
407,300221,353,1,156.88,156.88,5.0,13.37,8.22,74.76
408,300222,393,1,16.16,16.16,0.0,1.42,10.92,5.68
409,300223,411,1,10.38,10.38,0.0,0.91,4.11,5.08
410,300223,327,1,34.46,34.46,0.0,3.03,3.01,11.86
411,300223,270,1,22.61,22.61,0.0,1.99,8.98,11.32
412,300224,158,2,12.78,25.56,5.11,1.8,7.55,7.79
413,300225,293,2,59.49,118.98,0.0,10.47,1.79,46.68
414,300225,476,2,29.07,58.14,0.0,5.12,7.33,25.62
415,300225,269,1,18.23,18.23,0.0,1.6,6.56,6.58
416,300226,217,2,8.6,17.2,0.0,1.51,0.0,5.2
417,300226,99,1,18.64,18.64,0.0,1.64,0.0,6.75
418,300227,443,1,36.27,36.27,7.25,2.55,0.0,12.41
419,300228,422,1,6.21,6.21,0.0,0.55,7.37,3.22
420,300228,167,2,18.87,37.74,0.0,3.32,5.82,13.18
