return_id,order_item_id,order_id,customer_id,plant_id,return_reason_id,return_ts,quantity_returned,refund_amount,restocking_fee,promotion_id
34,822,300444,1220,158,2,2023-04-30 10:25:31,1,31.96,0.0,
35,825,300445,8584,608,1,2024-06-27 02:08:09,1,9.62,0.0,
36,857,300467,587,248,5,2024-12-07 16:05:09,1,8.56,0.0,2.0
37,859,300469,9047,629,5,2024-07-26 00:52:49,1,9.34,0.0,2.0
38,870,300475,344,635,5,2025-09-05 15:41:17,1,14.16,0.0,
39,880,300481,7924,487,1,2024-03-20 12:18:37,1,16.66,0.0,
40,881,300481,7924,129,6,2024-03-08 12:18:37,1,12.44,0.0,
41,899,300489,7890,2,6,2024-01-26 13:56:15,1,70.43,0.0,
42,922,300504,6104,699,2,2025-08-20 06:08:56,1,14.16,0.0,
43,925,300505,6478,261,5,2024-03-15 23:56:21,1,4.9,0.0,
44,940,300515,7578,263,3,2024-09-17 14:44:09,1,7.77,0.0,
45,945,300518,6036,225,2,2024-01-04 17:53:13,1,22.5,0.0,
46,970,300530,5980,218,1,2024-01-12 02:01:36,1,7.96,0.0,
47,978,300534,7371,384,5,2023-12-03 02:20:22,1,23.01,0.0,
48,994,300542,2179,427,5,2023-04-22 16:27:00,1,18.9,0.0,
49,1002,300546,654,25,2,2024-06-13 21:46:38,1,15.74,0.0,
50,1021,300558,8995,319,1,2024-02-05 04:13:32,1,22.09,0.0,
51,1037,300565,8758,691,4,2024-07-04 14:16:07,1,24.98,0.0,3.0
52,1043,300568,3139,496,5,2024-04-04 00:30:41,1,33.45,0.0,
53,1046,300569,6511,599,1,2023-09-29 08:08:37,1,10.23,0.0,
54,1080,300589,909,560,1,2023-09-02 00:39:47,1,12.23,0.0,
55,1096,300597,2152,418,5,2025-04-04 21:13:06,1,15.12,0.0,
56,1143,300622,6227,220,1,2025-06-29 04:16:05,1,11.67,0.0,
57,1145,300623,2706,49,1,2024-08-15 08:01:59,1,21.66,0.0,
58,1172,300643,2854,551,4,2023-03-08 22:21:03,1,21.55,0.0,
59,1176,300645,7876,546,3,2025-08-20 02:28:17,1,7.3,0.0,
60,1178,300646,8417,380,4,2025-10-19 13:55:08,1,25.73,0.0,
61,1180,300647,5582,456,5,2024-05-02 06:36:23,1,22.27,0.0,
62,1199,300656,3020,580,1,2024-07-21 21:25:27,1,42.75,0.0,
63,1209,300661,4759,347,3,2025-08-25 10:00:36,1,19.24,0.0,
64,1222,300668,8647,538,4,2024-12-30 12:59:57,1,8.26,0.0,
65,1264,300691,9032,475,5,2025-05-09 15:29:14,1,7.84,0.0,
66,1276,300699,8315,642,2,2023-03-25 04:48:34,1,65.87,0.0,
67,1278,300701,8854,33,1,2025-05-16 15:00:00,1,22.12,0.0,
68,1301,300717,837,225,4,2023-07-30 03:39:08,1,25.04,0.0,
69,1373,300759,3699,194,3,2024-04-05 12:15:28,1,9.0,0.0,
70,1374,300759,3699,522,6,2024-04-11 12:15:28,1,15.91,0.0,
71,1399,300776,4611,346,5,2024-04-02 17:17:58,1,6.06,0.0,2.0
72,1400,300777,1987,154,3,2024-06-16 00:21:12,1,13.74,0.0,
73,1422,300787,8959,510,4,2024-03-26 02:57:35,1,21.83,0.0,
74,1444,300803,555,248,6,2025-01-01 08:34:31,1,10.42,0.0,
75,1467,300816,2707,166,4,2024-05-24 03:16:51,1,31.18,0.0,
76,1475,300822,274,194,3,2024-09-11 06:12:40,1,9.24,0.0,
77,1524,300847,1817,699,2,2024-06-13 13:40:33,1,13.07,0.0,
78,1534,300852,6617,280,2,2025-06-28 10:59:14,1,11.52,0.0,
79,1553,300864,4946,67,3,2025-10-04 01:34:51,1,110.88,0.0,
80,1576,300876,7773,587,5,2025-06-20 06:00:24,1,15.72,0.0,
81,1579,300879,4023,133,4,2023-07-29 09:33:50,1,12.97,0.0,
82,1587,300884,3527,698,1,2023-05-07 14:13:47,1,53.1,0.0,
83,1622,300903,2885,186,4,2025-03-30 19:11:52,1,14.23,0.0,
84,1654,300919,8773,329,4,2025-09-11 06:01:57,1,8.21,0.0,
85,1708,300946,3025,269,6,2024-04-18 20:29:49,1,7.29,0.0,
86,1736,300960,9091,261,1,2023-12-13 23:07:56,1,4.36,0.0,
87,1746,300965,5429,60,3,2025-09-01 18:52:38,1,96.7,0.0,
88,1753,300968,5064,376,3,2024-01-27 07:23:51,1,5.76,0.0,
89,1759,300971,832,572,5,2024-09-07 23:44:18,1,14.48,0.0,
90,1762,300973,6466,471,4,2025-08-10 02:05:23,1,9.94,0.0,8.0
91,1763,300973,6466,373,3,2025-07-30 02:05:23,1,10.72,0.0,8.0
92,1766,300975,4369,420,4,2025-06-18 16:44:18,1,32.14,0.0,
93,1787,300987,6727,510,5,2023-11-29 10:25:17,1,22.92,0.0,
94,1791,300989,6641,21,5,2024-11-16 19:54:03,1,8.2,0.0,
95,1860,301028,51,210,6,2023-05-16 05:34:17,1,22.59,0.0,
96,1871,301034,2395,294,2,2024-01-17 07:27:45,1,5.77,0.0,
97,1901,301051,106,715,3,2025-10-02 13:26:49,1,27.18,0.0,
98,1916,301063,4999,192,1,2025-08-21 08:59:43,1,26.31,0.0,
99,1922,301068,7340,229,5,2024-05-30 04:34:28,1,15.3,0.0,
100,1960,301087,2856,520,5,2023-01-11 18:33:12,1,22.6,0.0,
101,1966,301090,5764,529,2,2023-11-11 10:07:38,1,14.22,0.0,
102,1968,301091,3580,118,3,2023-06-26 03:24:27,1,51.65,0.0,
103,1976,301095,3611,179,1,2025-01-06 20:17:52,1,16.54,1.84,
104,1993,301104,2971,525,1,2024-11-23 11:57:06,1,38.73,0.0,
105,1997,301107,3184,193,1,2025-05-21 06:01:20,1,7.06,0.0,
106,2026,301119,7817,690,4,2025-05-09 05:04:32,1,14.0,0.0,
107,2079,301150,4540,698,1,2025-05-20 14:13:02,1,53.63,0.0,
108,2093,301157,2988,263,4,2025-02-08 01:58:32,1,8.42,0.0,
109,2108,301165,8635,345,6,2024-06-14 19:10:49,1,18.14,2.02,
110,2119,301172,4130,631,1,2025-04-18 20:40:51,1,42.85,0.0,
111,2146,301187,6188,422,3,2023-06-12 05:26:53,1,25.4,0.0,
112,2165,301197,8882,244,2,2024-11-19 06:10:05,1,8.86,0.0,
113,2167,301198,5457,474,6,2023-08-28 02:06:52,1,40.62,0.0,
114,2174,301203,3961,486,3,2025-01-26 02:17:27,1,22.36,0.0,
115,2182,301205,4123,51,2,2023-02-28 07:07:52,1,46.93,0.0,
116,2203,301219,7997,358,3,2024-10-03 00:29:15,1,5.83,0.0,
117,2230,301236,4016,541,4,2025-07-26 19:27:45,1,10.91,0.0,
118,2240,301242,893,35,1,2025-10-15 00:37:56,1,82.24,0.0,
119,2243,301244,6185,506,5,2023-12-25 05:14:26,1,32.53,0.0,
120,2252,301250,4429,644,3,2024-06-09 16:06:26,1,58.65,0.0,
121,2260,301254,4112,15,6,2025-03-08 16:55:22,1,54.25,0.0,
122,2274,301262,2756,4,4,2024-05-22 19:59:44,1,26.87,0.0,8.0
123,2280,301264,9481,692,4,2024-03-02 18:48:37,1,18.93,0.0,
124,2281,301265,4395,178,4,2025-05-07 11:10:32,1,8.92,0.0,
125,2284,301267,5432,36,3,2023-03-23 14:16:24,1,39.63,0.0,
126,2296,301274,3868,232,6,2024-07-29 08:10:24,1,18.45,0.0,
127,2303,301279,4837,524,1,2025-04-27 02:10:37,1,19.35,0.0,
128,2307,301280,1850,163,3,2025-07-25 11:59:24,1,17.46,0.0,
129,2311,301283,8194,278,1,2023-01-07 17:39:50,1,14.35,0.0,
130,2354,301309,6130,112,4,2025-05-28 13:17:37,1,32.44,0.0,8.0
131,2356,301310,1269,16,3,2025-01-13 13:16:35,1,27.76,0.0,3.0
132,2358,301311,3676,186,3,2024-02-24 16:50:16,1,13.57,0.0,
133,2377,301320,2255,173,1,2024-11-29 23:15:23,1,7.65,0.0,
134,2391,301329,3424,582,3,2024-09-02 18:35:48,1,12.13,0.0,
135,2396,301333,5598,463,1,2023-05-23 09:50:06,1,33.72,0.0,
136,2406,301341,1677,599,4,2025-03-27 18:05:33,1,7.75,0.0,2.0
137,2407,301342,1738,334,1,2024-10-27 14:25:00,1,13.52,0.0,
138,2412,301346,6914,683,2,2024-04-20 09:03:53,1,8.02,0.0,
139,2424,301352,5516,545,1,2023-11-27 16:17:40,1,20.71,0.0,
140,2445,301361,56,656,2,2024-07-05 12:06:46,1,115.41,0.0,
141,2446,301361,56,295,3,2024-07-11 12:06:46,1,15.86,0.0,
142,2462,301369,6562,457,3,2025-08-01 19:21:24,1,12.08,0.0,
143,2490,301386,5065,452,5,2024-12-08 22:09:08,1,17.88,0.0,
144,2491,301387,8245,236,1,2025-02-18 01:09:18,1,2.79,0.0,5.0
145,2498,301391,3900,647,3,2025-03-17 14:57:00,1,18.32,0.0,
146,2500,301392,9006,22,3,2023-05-19 20:09:00,1,41.15,0.0,
147,2507,301395,8737,529,1,2024-06-03 12:12:42,1,13.5,0.0,
148,2523,301403,3711,421,2,2024-01-06 05:40:52,1,10.7,0.0,
149,2556,301420,7292,222,5,2023-04-19 00:03:34,1,13.45,1.5,
150,2558,301422,8455,35,3,2024-10-28 04:42:56,1,84.78,0.0,
151,2569,301427,8769,260,5,2024-08-31 04:33:05,1,31.28,0.0,
152,2572,301429,7263,56,3,2025-09-27 12:19:09,1,21.52,0.0,
153,2589,301438,5816,323,5,2023-04-13 03:47:17,1,5.97,0.0,
154,2610,301452,6384,439,6,2024-05-18 03:59:36,1,18.43,0.0,
155,2627,301460,3361,63,1,2024-02-04 17:07:57,1,44.94,0.0,
156,2669,301486,6707,182,4,2025-07-27 16:35:04,1,15.920000000000002,1.77,
157,2680,301492,6198,302,2,2024-05-22 23:45:12,1,10.9,0.0,
158,2707,301507,9167,245,3,2025-06-21 02:17:21,1,23.02,0.0,
159,2729,301515,7818,94,2,2023-11-21 00:50:31,1,57.88,0.0,
160,2732,301517,1284,462,1,2025-02-25 07:03:27,1,17.42,0.0,
161,2733,301517,1284,188,6,2025-02-03 07:03:27,1,10.22,0.0,
162,2734,301518,259,638,4,2025-06-25 18:55:04,1,46.82,0.0,
163,2745,301525,4086,492,1,2025-08-13 17:55:39,1,46.51,0.0,
164,2777,301544,5690,350,6,2023-11-15 19:26:44,1,19.26,0.0,
165,2780,301546,1301,46,1,2024-04-25 19:07:30,1,24.84,0.0,
166,2790,301550,3971,444,3,2023-05-18 11:43:10,1,16.84,0.0,
167,2797,301554,2877,502,1,2024-10-26 02:30:11,1,32.92,0.0,
168,2837,301573,341,525,1,2023-04-04 11:13:55,1,39.28,0.0,
169,2850,301581,4302,444,5,2025-04-09 06:41:33,1,17.42,0.0,
170,2854,301582,160,319,4,2025-07-19 04:38:58,1,21.7,0.0,
171,2865,301590,2969,224,4,2023-04-02 00:04:59,1,5.45,0.0,
172,2889,301603,5291,584,3,2024-09-07 00:51:38,1,21.9,0.0,
173,2899,301609,5420,64,3,2025-06-12 22:13:43,1,66.68,0.0,
174,2918,301619,8743,656,4,2025-07-31 15:33:04,1,108.0,0.0,
175,2931,301626,3457,340,3,2024-11-09 07:12:37,1,7.4,0.0,2.0
176,2941,301630,1373,421,4,2023-10-04 21:32:06,1,10.46,0.0,
177,2965,301643,9261,399,2,2024-04-19 16:29:49,1,19.05,0.0,
178,2968,301645,7722,106,1,2025-01-31 03:32:38,1,36.01,0.0,
179,2997,301660,3793,21,6,2024-01-16 02:24:41,1,8.36,0.0,
180,3007,301665,1550,439,4,2023-11-19 23:41:37,1,17.62,0.0,
181,3014,301668,3786,145,2,2025-06-22 04:35:01,1,29.57,0.0,
182,3023,301672,5224,188,3,2023-07-08 23:46:36,1,10.75,0.0,
183,3049,301686,4349,398,2,2023-12-06 12:03:16,1,40.5,0.0,
184,3072,301698,1448,638,5,2023-05-08 18:53:11,1,48.85,0.0,
185,3075,301701,718,673,1,2023-06-17 00:26:08,1,6.58,0.0,
186,3085,301708,1025,205,1,2023-02-12 04:04:05,1,19.01,0.0,
187,3089,301709,4371,645,3,2023-05-09 17:59:49,1,39.92,0.0,
188,3132,301732,9098,454,1,2023-04-05 13:33:29,1,41.23,0.0,
189,3145,301742,2358,332,5,2025-01-20 07:23:03,1,9.14,0.0,
190,3195,301774,1296,231,1,2023-04-21 23:35:06,1,4.48,0.0,
191,3205,301779,1722,227,2,2024-08-04 08:13:11,1,34.2,0.0,
192,3221,301788,5410,5,1,2023-04-07 05:19:26,1,46.42,0.0,
193,3256,301809,9022,709,4,2025-06-09 05:11:16,1,13.19,0.0,
194,3294,301829,9063,553,5,2025-10-03 03:45:40,1,13.74,0.0,
195,3306,301838,8790,610,4,2025-07-16 11:08:35,1,8.53,0.0,
196,3343,301858,4169,673,5,2023-07-08 02:21:03,1,6.33,0.0,
197,3387,301883,605,89,2,2024-10-22 14:02:17,1,28.52,0.0,4.0
198,3395,301885,1841,438,4,2024-04-22 01:07:57,1,15.2,0.0,
199,3400,301887,6804,362,2,2023-07-13 10:33:54,1,19.04,0.0,
200,3420,301899,6413,338,2,2024-07-17 12:29:51,1,4.88,0.0,
201,3421,301899,6413,468,2,2024-07-19 12:29:51,1,8.89,0.0,
202,3431,301906,3813,594,4,2023-07-01 06:18:58,1,25.76,0.0,
203,3441,301913,5385,234,5,2025-02-03 18:38:44,1,20.31,0.0,
204,3456,301920,823,595,3,2023-06-12 12:31:50,1,14.61,0.0,
205,3482,301936,3541,126,1,2023-03-22 01:07:24,1,42.08,0.0,
206,3483,301936,3541,113,2,2023-04-05 01:07:24,1,61.98,0.0,
207,3487,301939,2139,54,5,2024-08-19 19:44:07,1,46.91,0.0,
208,3513,301952,2014,313,4,2024-01-30 19:25:35,1,19.44,0.0,
209,3537,301964,2421,168,1,2025-06-20 12:18:50,1,18.28,0.0,
210,3567,301980,3549,322,3,2023-07-13 19:33:13,1,19.91,0.0,
211,3604,301999,6762,606,1,2024-05-25 08:05:49,1,11.1,0.0,
212,3641,302018,1491,502,1,2024-01-31 15:49:55,1,30.21,0.0,
213,3646,302021,1218,204,1,2024-08-19 08:02:46,1,10.66,0.0,
214,3647,302022,6665,400,5,2024-03-22 06:04:02,1,26.22,0.0,
215,3655,302027,9236,283,3,2023-06-05 04:09:34,1,15.94,0.0,
216,3662,302030,2792,661,3,2024-12-20 09:10:56,1,172.68,0.0,
217,3668,302033,8727,123,5,2025-07-26 08:06:36,1,23.95,0.0,
218,3681,302039,5716,695,5,2025-05-08 23:06:06,1,8.64,0.0,
219,3703,302051,6833,93,1,2024-01-05 04:43:13,1,83.08,0.0,
220,3720,302063,829,351,4,2023-05-25 09:31:23,1,17.53,0.0,
221,3733,302070,7871,216,1,2024-06-07 21:42:14,1,17.77,0.0,
222,3739,302074,4171,40,4,2023-12-21 04:50:00,1,50.25,0.0,3.0
223,3755,302081,175,392,5,2024-07-10 01:14:27,1,52.5,0.0,
224,3758,302084,4447,501,3,2023-04-04 20:29:14,1,27.1,0.0,
225,3790,302103,1998,674,2,2023-07-05 03:58:01,1,26.06,0.0,
226,3800,302109,6387,404,1,2023-09-06 04:50:40,1,13.38,0.0,
227,3801,302109,6387,352,3,2023-09-09 04:50:40,1,10.05,0.0,
228,3810,302114,6270,133,1,2024-08-01 07:00:37,1,13.84,0.0,
229,3868,302146,3668,616,1,2023-09-04 21:19:25,1,14.99,0.0,
230,3890,302158,879,61,4,2023-03-04 13:54:44,1,21.79,0.0,8.0
231,3908,302167,6021,228,1,2024-08-10 10:00:14,1,22.52,0.0,
232,3927,302175,4458,468,2,2024-07-15 16:43:33,1,9.32,0.0,
233,3931,302177,8826,67,1,2024-01-09 11:10:45,1,119.67,0.0,
234,3932,302177,8826,639,5,2023-12-30 11:10:45,1,74.08,0.0,
235,3948,302187,5560,72,4,2023-08-13 10:03:25,1,44.3,0.0,
236,3969,302199,5986,255,4,2024-01-27 18:20:35,1,27.93,0.0,
237,4012,302227,1414,93,2,2023-01-27 14:14:54,1,80.86,0.0,
238,4022,302233,8908,254,4,2024-11-03 15:10:22,1,31.84,0.0,
239,4101,302272,6831,596,4,2025-08-14 23:35:17,1,12.93,0.0,
240,4105,302274,6391,295,1,2024-01-15 00:24:04,1,16.43,0.0,
241,4209,302334,7185,568,6,2025-03-24 05:54:40,1,8.63,0.0,
242,4227,302344,862,68,6,2025-10-11 09:52:54,1,81.99,0.0,
243,4232,302348,4004,118,4,2024-08-17 13:23:24,1,53.0,0.0,
244,4251,302360,894,377,1,2025-05-05 11:05:27,1,7.25,0.0,
245,4252,302361,781,119,1,2025-06-07 16:47:09,1,35.44,0.0,
246,4260,302365,2051,369,4,2023-06-22 20:35:26,1,5.18,0.58,
247,4278,302377,3041,477,3,2025-04-22 13:38:39,1,32.64,0.0,
248,4281,302379,9391,241,1,2023-12-21 08:27:44,1,16.82,0.0,
249,4282,302380,4937,436,4,2025-06-29 17:40:46,1,24.66,0.0,
250,4288,302383,2241,641,1,2024-05-04 04:28:37,1,44.67,0.0,
251,4314,302399,2967,474,5,2024-06-04 15:20:26,1,39.65,0.0,
252,4346,302416,7890,254,2,2023-07-26 08:32:42,1,30.26,0.0,
253,4360,302422,6515,508,4,2023-05-17 15:18:41,1,10.37,0.0,
254,4396,302442,8704,514,4,2025-07-08 22:45:51,1,48.8,0.0,
255,4403,302447,7574,345,5,2024-02-04 00:32:52,1,18.06,0.0,
256,4417,302456,4225,716,1,2024-07-05 23:13:35,1,7.609999999999999,0.84,2.0
257,4439,302468,9233,423,1,2023-11-12 10:22:16,1,14.8,0.0,
258,4440,302469,1455,62,3,2024-01-03 19:44:30,1,74.17,0.0,
259,4453,302475,5632,643,3,2023-05-19 06:42:16,1,25.09,0.0,
260,4475,302488,5388,686,2,2023-11-12 08:23:56,1,21.97,0.0,
261,4484,302493,6802,144,1,2024-04-11 11:53:56,1,33.22,0.0,
262,4502,302503,724,484,3,2023-07-30 00:53:58,1,31.89,0.0,
263,4503,302503,724,583,1,2023-07-31 00:53:58,1,34.03,0.0,
264,4560,302531,8435,166,1,2024-11-26 10:49:00,1,31.41,0.0,
265,4569,302535,9366,105,4,2025-05-12 20:45:22,1,50.33,0.0,
266,4575,302539,4061,675,1,2024-07-19 01:29:09,1,27.74,0.0,
267,4591,302546,8379,354,4,2024-02-29 01:54:44,1,3.82,0.43,
268,4635,302571,8502,234,1,2024-11-10 01:28:42,1,20.67,0.0,
269,4639,302573,713,652,1,2023-07-31 07:53:24,1,66.01,0.0,
270,4642,302575,1390,700,1,2025-02-14 05:01:17,1,10.8,0.0,2.0
271,4662,302584,8495,622,3,2025-07-11 23:55:08,1,13.52,0.0,
272,4669,302588,3111,682,5,2024-10-13 23:34:08,1,11.26,0.0,
273,4691,302601,8474,250,4,2024-06-08 01:54:46,1,23.37,0.0,
274,4700,302604,8765,403,1,2023-05-03 15:04:02,1,19.0,0.0,
275,4705,302607,984,614,3,2023-08-02 07:40:49,1,15.43,0.0,
276,4716,302614,1720,325,3,2024-01-27 08:23:44,1,19.71,0.0,
277,4775,302649,6618,513,4,2023-04-09 23:01:30,1,8.11,0.0,
278,4784,302654,5136,548,5,2023-12-19 16:37:52,1,8.2,0.0,
279,4809,302665,8231,633,2,2024-08-27 21:39:14,1,97.33,0.0,
280,4848,302688,7266,432,4,2023-06-17 14:11:01,1,18.03,0.0,
281,4879,302708,7031,176,2,2024-10-30 02:15:05,1,19.12,0.0,
282,4890,302714,8023,587,3,2025-03-15 05:59:13,1,15.69,0.0,
283,4900,302719,1137,215,5,2025-08-10 13:49:46,1,23.41,0.0,
284,4931,302734,7674,47,5,2023-08-26 12:43:27,1,38.62,0.0,
285,4938,302738,1276,714,5,2023-07-09 04:21:39,1,40.89,0.0,
286,4958,302751,175,133,2,2025-05-21 20:30:20,1,12.88,0.0,
287,4972,302759,975,373,2,2025-10-20 13:01:55,1,13.47,0.0,
288,4974,302761,8782,151,1,2024-06-04 08:53:50,1,42.75,0.0,
289,4990,302771,2943,143,5,2025-06-22 17:10:44,1,14.23,0.0,
290,5036,302795,7751,7,5,2025-08-10 11:28:22,1,40.62,0.0,
291,5049,302804,3600,617,5,2025-02-28 10:59:50,1,8.48,0.0,
292,5053,302805,1896,469,3,2025-06-28 03:38:28,1,24.48,0.0,
293,5059,302808,8275,364,2,2023-05-05 20:01:58,1,14.4,0.0,
294,5063,302810,8311,685,1,2023-11-11 15:23:11,1,31.06,0.0,
295,5113,302840,2382,136,2,2023-09-03 06:28:07,1,10.87,0.0,
296,5128,302847,8261,23,4,2024-07-08 00:46:40,1,61.86,0.0,6.0
297,5129,302848,8901,208,1,2023-05-22 08:16:10,1,11.77,1.31,
298,5133,302849,120,172,1,2025-02-28 11:04:51,1,6.81,0.0,2.0
299,5136,302851,4267,162,3,2024-12-24 12:45:25,2,36.12,0.0,
300,5171,302869,43,320,5,2024-02-15 21:47:53,1,11.79,0.0,
301,5186,302877,856,286,5,2024-06-05 03:31:08,1,9.13,0.0,
302,5219,302897,8263,348,1,2025-01-10 11:45:08,1,13.54,0.0,
303,5223,302899,1552,376,3,2023-11-02 20:41:20,1,5.08,0.56,
304,5232,302903,9380,150,2,2024-12-01 00:02:02,1,38.6,0.0,
305,5243,302909,804,612,2,2024-09-27 03:30:35,1,14.85,0.0,
306,5254,302915,238,13,1,2024-09-28 15:23:40,1,33.76,0.0,
307,5281,302931,2565,113,1,2025-02-05 12:44:22,1,63.7,0.0,
308,5295,302938,3185,193,2,2023-07-22 09:38:09,1,6.319999999999999,0.7,
309,5303,302942,4191,254,5,2023-04-28 23:37:51,1,25.93,0.0,8.0
310,5317,302949,4810,213,4,2024-07-24 14:57:11,1,12.94,0.0,
311,5321,302951,476,449,1,2023-12-05 18:31:48,1,13.27,0.0,
312,5345,302964,9038,121,1,2025-08-18 10:30:57,1,64.28,0.0,
313,5371,302976,73,45,2,2024-05-17 10:50:09,1,93.87,0.0,
314,5378,302979,8806,462,5,2023-02-10 07:16:36,1,13.01,0.0,3.0
315,5474,303031,7682,307,3,2023-04-01 19:50:49,1,36.39,0.0,
316,5490,303039,4708,206,4,2024-10-21 14:24:41,1,28.91,0.0,
317,5493,303041,5791,228,5,2024-10-12 13:25:59,1,24.47,0.0,
318,5496,303043,3086,585,1,2024-09-20 09:53:34,1,15.4,0.0,2.0
319,5500,303044,686,91,4,2023-05-25 21:48:35,1,95.46,0.0,
320,5511,303050,5283,67,3,2025-05-27 09:17:05,1,119.77,0.0,
321,5520,303054,7343,29,1,2024-10-03 13:55:46,1,45.33,0.0,2.0
322,5528,303059,1708,501,5,2023-07-17 16:17:08,1,27.15,0.0,
323,5569,303081,8694,345,3,2023-12-01 22:08:34,1,18.75,0.0,
324,5583,303091,8335,642,2,2024-04-22 16:11:45,1,63.18,0.0,
325,5585,303092,8181,39,5,2024-10-21 23:51:49,1,42.06,0.0,
326,5594,303097,3369,640,1,2024-04-02 04:19:44,1,40.46,0.0,
327,5604,303104,5264,250,1,2023-06-30 10:22:57,1,24.48,0.0,
328,5618,303112,4203,24,1,2024-05-09 17:37:23,1,60.22,0.0,8.0
329,5622,303114,7141,33,2,2025-01-05 08:52:44,1,21.57,0.0,
330,5645,303125,7050,92,5,2023-02-15 16:25:01,1,34.56,0.0,
331,5665,303138,2447,716,3,2025-06-30 15:20:41,1,8.17,0.0,8.0
332,5669,303140,7463,717,1,2025-03-17 20:48:08,1,19.99,0.0,
333,5699,303156,5693,590,4,2023-05-20 22:07:58,1,41.19,0.0,
334,5707,303163,8302,54,5,2025-03-21 00:07:31,1,46.69,0.0,
335,5746,303184,8020,468,4,2023-10-16 00:55:45,1,9.22,0.0,
336,5748,303185,7994,404,2,2024-10-20 22:17:26,1,12.13,0.0,
337,5765,303196,6206,560,2,2023-08-21 02:10:22,1,12.0,0.0,
338,5771,303200,1909,33,1,2024-08-03 00:38:54,1,22.51,0.0,
339,5777,303202,2962,431,4,2023-05-04 05:22:12,1,11.77,0.0,
340,5779,303203,1136,24,4,2024-10-02 13:08:37,1,66.82,0.0,
341,5790,303209,1820,51,5,2025-06-08 05:44:03,1,46.2,0.0,
342,5815,303223,1430,586,4,2025-07-24 09:12:22,1,22.77,0.0,
343,5822,303228,2662,186,4,2025-04-10 19:41:47,1,14.38,0.0,
344,5858,303249,1293,375,1,2024-07-17 07:37:47,1,3.31,0.0,
345,5864,303253,1132,112,1,2025-09-01 14:38:35,1,31.69,0.0,8.0
346,5870,303255,8208,324,5,2025-03-05 10:39:11,1,11.73,0.0,
347,5900,303271,2007,566,4,2024-12-03 15:32:12,1,19.92,0.0,
348,5909,303276,2297,122,5,2025-08-27 08:09:32,1,80.91,0.0,
349,5925,303282,3475,273,5,2024-01-08 06:05:47,1,17.46,0.0,
350,5932,303288,8555,665,1,2025-08-31 20:07:40,1,109.23,0.0,8.0
351,5996,303323,1966,306,5,2023-03-04 09:54:15,1,22.33,0.0,
352,6008,303331,5274,34,2,2023-08-09 06:16:51,1,58.13,0.0,
353,6017,303336,2594,319,5,2024-01-14 11:42:39,1,21.37,0.0,
354,6038,303346,3598,168,2,2024-05-24 08:02:14,1,18.81,0.0,
355,6046,303351,2457,62,1,2024-08-02 20:29:22,1,78.58,0.0,
